serial_number,activity_date,facility_name,violation_code,violation_description,violation_status,points,grade,facility_address,facility_city,facility_id,facility_state,facility_zip,employee_id,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,service_code,service_description,row_id
DAMU03XLC,03/15/2018 12:00:00 AM,LA 27TH,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,1,A,1830 W PICO BLVD STE C,LOS ANGELES,FA0032799,CA,90006,EE0000721,OW0014331,"GUTIERREZ, YOLANDA C",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA 27TH,ACTIVE,PR0029360,90,1,ROUTINE INSPECTION,DAMU03XLCF042
DAMU03XLC,03/15/2018 12:00:00 AM,LA 27TH,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,4,A,1830 W PICO BLVD STE C,LOS ANGELES,FA0032799,CA,90006,EE0000721,OW0014331,"GUTIERREZ, YOLANDA C",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA 27TH,ACTIVE,PR0029360,90,1,ROUTINE INSPECTION,DAMU03XLCF007
DAMU03XLC,03/15/2018 12:00:00 AM,LA 27TH,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,1830 W PICO BLVD STE C,LOS ANGELES,FA0032799,CA,90006,EE0000721,OW0014331,"GUTIERREZ, YOLANDA C",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA 27TH,ACTIVE,PR0029360,90,1,ROUTINE INSPECTION,DAMU03XLCF044
DAMU03XLC,03/15/2018 12:00:00 AM,LA 27TH,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,1,A,1830 W PICO BLVD STE C,LOS ANGELES,FA0032799,CA,90006,EE0000721,OW0014331,"GUTIERREZ, YOLANDA C",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA 27TH,ACTIVE,PR0029360,90,1,ROUTINE INSPECTION,DAMU03XLCF038
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F044
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F043
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F039
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F042
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F030
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F022,# 22. Sewage and wastewater properly disposed,OUT OF COMPLIANCE,2,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F022
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,2,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F023
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F041
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F040
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F033
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F052,# 01b. Food safety certification,OUT OF COMPLIANCE,2,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F052
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F035
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F037
DANIZGMT0,03/15/2018 12:00:00 AM,TACO CHABELITA,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,B,2001 S WESTERN AVE,LOS ANGELES,FA0071681,CA,90018,EE0000723,OW0006841,CHABELITA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHABELITA TACO,ACTIVE,PR0129711,83,1,ROUTINE INSPECTION,DANIZGMT0F036
DANM09079,03/15/2018 12:00:00 AM,HEAVENLY CAKE CREATIONS,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,2916 W VERNON AVE,LOS ANGELES,FA0027370,CA,90008,EE0000006,OW0021577,"LESLEY, MOZELLA T",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HEAVENLY CAKE CREATIONS,ACTIVE,PR0036984,97,1,ROUTINE INSPECTION,DANM09079F033
DANM09079,03/15/2018 12:00:00 AM,HEAVENLY CAKE CREATIONS,F053,# 21a. Hot Water Available,OUT OF COMPLIANCE,2,A,2916 W VERNON AVE,LOS ANGELES,FA0027370,CA,90008,EE0000006,OW0021577,"LESLEY, MOZELLA T",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HEAVENLY CAKE CREATIONS,ACTIVE,PR0036984,97,1,ROUTINE INSPECTION,DANM09079F053
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF037
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F027,# 27. Food separated and protected,OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF027
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF036
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF039
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF033
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF026
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF043
DAO6PUU1G,03/15/2018 12:00:00 AM,PHO BROADWAY,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,CA,90012,EE0000740,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,92,1,ROUTINE INSPECTION,DAO6PUU1GF044
DAOWLUYYM,03/15/2018 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,EE0000633,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS ASHLAND HILL,ACTIVE,PR0201925,93,401,OWNER INITIATED ROUTINE INSPECT.,DAOWLUYYMF044
DAOWLUYYM,03/15/2018 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,EE0000633,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS ASHLAND HILL,ACTIVE,PR0201925,93,401,OWNER INITIATED ROUTINE INSPECT.,DAOWLUYYMF033
DAOWLUYYM,03/15/2018 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,4,A,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,EE0000633,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS ASHLAND HILL,ACTIVE,PR0201925,93,401,OWNER INITIATED ROUTINE INSPECT.,DAOWLUYYMF005
DAOWLUYYM,03/15/2018 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,EE0000633,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS ASHLAND HILL,ACTIVE,PR0201925,93,401,OWNER INITIATED ROUTINE INSPECT.,DAOWLUYYMF035
DAQMHBTLH,03/15/2018 12:00:00 AM,HOTEL FIGUEROA,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,939 S FIGUEROA ST,LOS ANGELES,FA0163106,CA,90015,EE0000721,OW0126776,"LA-FIG LEASING OWNER, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,LOBBY BAR & LOBBY KITCHEN,ACTIVE,PR0207185,97,1,ROUTINE INSPECTION,DAQMHBTLHF035
DAQMHBTLH,03/15/2018 12:00:00 AM,HOTEL FIGUEROA,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,1,A,939 S FIGUEROA ST,LOS ANGELES,FA0163106,CA,90015,EE0000721,OW0126776,"LA-FIG LEASING OWNER, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,LOBBY BAR & LOBBY KITCHEN,ACTIVE,PR0207185,97,1,ROUTINE INSPECTION,DAQMHBTLHF039
DAQMHBTLH,03/15/2018 12:00:00 AM,HOTEL FIGUEROA,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,939 S FIGUEROA ST,LOS ANGELES,FA0163106,CA,90015,EE0000721,OW0126776,"LA-FIG LEASING OWNER, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,LOBBY BAR & LOBBY KITCHEN,ACTIVE,PR0207185,97,1,ROUTINE INSPECTION,DAQMHBTLHF029
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF035
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F052,# 01b. Food safety certification,OUT OF COMPLIANCE,2,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF052
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF036
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F008,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE,2,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF008
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF037
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF029
DARCY43VL,03/15/2018 12:00:00 AM,PASEO SAN MIGUEL SALVADORAN CUISINE,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,6051 S VERMONT AVE,LOS ANGELES,FA0241380,CA,90044-3747,EE0001025,OW0237306,AGUILASMORALES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL SALVADORAN CUISINE,ACTIVE,PR0189488,91,1,ROUTINE INSPECTION,DARCY43VLF033
DAT9VNOOO,03/15/2018 12:00:00 AM,LITTLE GALEN DINING HALL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,3501 S WATTS WAY,LOS ANGELES,FA0014684,CA,90089,EE0000117,OW0037008,USC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LITTLE GALEN DINING HALL,ACTIVE,PR0036673,97,1,ROUTINE INSPECTION,DAT9VNOOOF044
DAT9VNOOO,03/15/2018 12:00:00 AM,LITTLE GALEN DINING HALL,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,3501 S WATTS WAY,LOS ANGELES,FA0014684,CA,90089,EE0000117,OW0037008,USC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LITTLE GALEN DINING HALL,ACTIVE,PR0036673,97,1,ROUTINE INSPECTION,DAT9VNOOOF035
DAT9VNOOO,03/15/2018 12:00:00 AM,LITTLE GALEN DINING HALL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,3501 S WATTS WAY,LOS ANGELES,FA0014684,CA,90089,EE0000117,OW0037008,USC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LITTLE GALEN DINING HALL,ACTIVE,PR0036673,97,1,ROUTINE INSPECTION,DAT9VNOOOF033
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF030
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF044
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,2,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF014
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF035
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF036
DAU0JGXTU,03/15/2018 12:00:00 AM,MARMALADE CAFE RESTAURANT,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,6333 W 3RD ST E #E-17,LOS ANGELES,FA0023865,CA,90036,EE0000468,OW0023452,"MARMALADE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARMALADE CAFE,ACTIVE,PR0000012,93,1,ROUTINE INSPECTION,DAU0JGXTUF033
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,2,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF007
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF035
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF029
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF036
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF037
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF040
DAV2R9PQY,03/15/2018 12:00:00 AM,FOUR CAFE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,2122 1/2 COLORADO BLVD,LOS ANGELES,FA0023628,CA,90041,EE0000746,OW0012220,FOUR CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOUR CAFE,ACTIVE,PR0000127,92,1,ROUTINE INSPECTION,DAV2R9PQYF044
DAVBMN0RR,03/15/2018 12:00:00 AM,LA PROVENCE CAFE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,400 WORLD WAY,LOS ANGELES,FA0160812,CA,90045,EE0000122,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PROVENCE CAFE,ACTIVE,PR0148900,97,1,ROUTINE INSPECTION,DAVBMN0RRF044
DAVBMN0RR,03/15/2018 12:00:00 AM,LA PROVENCE CAFE,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,2,A,400 WORLD WAY,LOS ANGELES,FA0160812,CA,90045,EE0000122,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PROVENCE CAFE,ACTIVE,PR0148900,97,1,ROUTINE INSPECTION,DAVBMN0RRF007
DAXTVSRYT,03/15/2018 12:00:00 AM,FOOD AND BOUNTY,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,400 WORLD WAY,LOS ANGELES,FA0165596,CA,90045,EE0000122,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,FOOD AND BOUNTY,ACTIVE,PR0153924,96,1,ROUTINE INSPECTION,DAXTVSRYTF044
